date,price
2024-03-04,35000
2024-03-05,35000
2024-03-06,35000
2024-03-11,35000
2024-03-12,35000
2024-03-13,35000
2024-03-18,35000
2024-03-22,35000
2024-03-26,35000
2024-03-28,35000
2024-04-01,35000
2024-04-04,35000
2024-04-05,35000
2024-04-08,30000
2024-04-09,30000
2024-04-12,30000
2024-04-22,30000
2024-04-24,30000
2024-05-02,30000
2024-05-06,30000
2024-05-08,25000
2024-05-10,25000
2024-05-13,25000
2024-05-14,25000
